12 	 22
13 	 18
13 	 19
13 	 20
13 	 21
13 	 22
13 	 23
13 	 24
13 	 27
13 	 28
13 	 29
14 	 15
14 	 16
14 	 17
14 	 18
14 	 19
14 	 20
14 	 21
14 	 22
14 	 23
14 	 24
14 	 25
14 	 26
14 	 27
14 	 28
14 	 29
14 	 30
14 	 31
14 	 45
14 	 46
14 	 47
14 	 49
14 	 50
14 	 51
14 	 58
14 	 59
14 	 60
15 	 11
15 	 12
15 	 13
15 	 14
15 	 15
15 	 16
15 	 25
15 	 26
15 	 27
15 	 28
15 	 29
15 	 30
15 	 31
15 	 32
15 	 33
15 	 34
15 	 35
15 	 43
15 	 44
15 	 45
15 	 46
15 	 47
15 	 48
15 	 49
15 	 50
15 	 51
15 	 52
15 	 53
15 	 54
15 	 55
15 	 56
15 	 57
16 	 8
16 	 9
16 	 10
16 	 11
16 	 12
16 	 31
16 	 32
16 	 33
16 	 34
16 	 35
16 	 36
16 	 37
16 	 38
16 	 39
16 	 40
16 	 41
16 	 42
16 	 43
16 	 44
16 	 45
16 	 46
16 	 47
16 	 48
16 	 49
16 	 51
16 	 52
16 	 53
17 	 7
17 	 35
17 	 36
17 	 37
17 	 38
17 	 39
17 	 40
17 	 41
17 	 42
17 	 43
18 	 36
18 	 37
18 	 41
37 	 45
37 	 46
37 	 47
38 	 3
38 	 4
38 	 5
38 	 6
38 	 40
38 	 41
38 	 42
38 	 43
38 	 44
38 	 45
38 	 46
38 	 47
39 	 1
39 	 2
39 	 38
39 	 39
39 	 40
39 	 41
39 	 46
39 	 47
40 	 1
40 	 2
40 	 3
40 	 4
40 	 5
40 	 6
40 	 7
40 	 8
40 	 35
40 	 36
40 	 37
40 	 38
40 	 39
40 	 40
40 	 46
40 	 47
41 	 4
41 	 5
41 	 6
41 	 7
41 	 8
41 	 9
41 	 10
41 	 33
41 	 34
41 	 35
41 	 36
41 	 37
41 	 38
41 	 46
41 	 47
41 	 48
42 	 9
42 	 10
42 	 11
42 	 12
42 	 13
42 	 14
42 	 30
42 	 31
42 	 32
42 	 33
42 	 34
42 	 35
42 	 46
42 	 47
42 	 48
43 	 11
43 	 12
43 	 13
43 	 14
43 	 15
43 	 16
43 	 17
43 	 18
43 	 19
43 	 26
43 	 27
43 	 28
43 	 29
43 	 30
43 	 31
43 	 32
43 	 33
43 	 47
43 	 48
43 	 52
43 	 53
43 	 57
44 	 14
44 	 15
44 	 16
44 	 17
44 	 18
44 	 19
44 	 20
44 	 21
44 	 22
44 	 23
44 	 24
44 	 25
44 	 26
44 	 27
44 	 28
44 	 29
44 	 30
44 	 31
44 	 47
44 	 48
44 	 49
44 	 51
44 	 52
44 	 53
44 	 54
44 	 55
44 	 57
44 	 58
44 	 60
45 	 19
45 	 20
45 	 21
45 	 22
45 	 23
45 	 24
45 	 25
45 	 26
45 	 27
45 	 47
45 	 48
45 	 49
45 	 50
45 	 51
45 	 52
45 	 53
45 	 54
45 	 55
45 	 56
45 	 58
45 	 59
45 	 61
46 	 49
46 	 50
46 	 51
46 	 52
46 	 54
46 	 55
46 	 56
46 	 57
46 	 58
46 	 60
46 	 61
47 	 56
47 	 57
47 	 58
47 	 60
47 	 61
48 	 61
48 	 62
48 	 63
49 	 61
49 	 62
49 	 63
49 	 64
49 	 65
50 	 64
50 	 65
50 	 66
50 	 67
51 	 66
51 	 67
51 	 68
