0.0000	0.0000	0.0000	0.0026	0.0000	0.0000	0.0063	0.0159	0.0103	0.0014	0.0120	0.0158	0.0229	0.0252	0.0182	0.0392	0.0480	0.0320	0.0264	0.0381	0.0401	0.0290	0.0369	0.0495	0.0715	0.0538	0.0548	0.0567	0.0567	0.0645	0.0660	0.0542	0.0667	0.0725	0.0766	0.0608	0.0659	0.0536	0.0574	0.0604	0.0666	0.0569	0.0709	0.0698	0.0629	0.0824	0.0818	0.0746	0.0674	0.0762	0.0746	0.0705	0.0727	0.0783	0.0724	0.0627	0.0700	0.0649	0.0622	0.0816	0.0539	0.0515	0.0522	0.0526	0.0413	0.0446	0.0412	0.0393	0.0352
0.0000	0.0000	0.0052	0.0000	0.0000	0.0000	0.0082	0.0142	0.0157	0.0100	0.0305	0.0303	0.0389	0.0327	0.0218	0.0274	0.0416	0.0356	0.0472	0.0321	0.0493	0.0459	0.0462	0.0578	0.0665	0.0518	0.0441	0.0604	0.0633	0.0671	0.0736	0.0747	0.0738	0.0561	0.0697	0.0705	0.0654	0.0677	0.0692	0.0661	0.0819	0.0522	0.0704	0.0775	0.0708	0.0843	0.0852	0.0856	0.0719	0.0788	0.0954	0.0877	0.0660	0.0713	0.0686	0.0715	0.0738	0.0719	0.0674	0.0750	0.0610	0.0578	0.0668	0.0569	0.0522	0.0539	0.0494	0.0472	0.0420
0.0000	0.0000	0.0049	0.0127	0.0114	0.0044	0.0078	0.0086	0.0168	0.0338	0.0261	0.0354	0.0358	0.0314	0.0337	0.0293	0.0390	0.0612	0.0453	0.0361	0.0493	0.0609	0.0642	0.0555	0.0682	0.0660	0.0584	0.0603	0.0677	0.0826	0.0707	0.0689	0.0698	0.0796	0.0716	0.0739	0.0721	0.0719	0.0704	0.0752	0.0727	0.0693	0.0767	0.0684	0.0747	0.0861	0.0911	0.0776	0.0930	0.0794	0.0990	0.0966	0.0765	0.0763	0.0810	0.0807	0.0761	0.0684	0.0706	0.0718	0.0795	0.0864	0.0886	0.0640	0.0607	0.0651	0.0602	0.0630	0.0644
0.0000	0.0000	0.0071	0.0101	0.0039	0.0184	0.0201	0.0192	0.0193	0.0345	0.0366	0.0471	0.0423	0.0449	0.0523	0.0555	0.0446	0.0607	0.0559	0.0515	0.0591	0.0654	0.0485	0.0501	0.0656	0.0733	0.0673	0.0690	0.0757	0.0840	0.0586	0.0650	0.0783	0.0923	0.0936	0.0876	0.0623	0.0615	0.0704	0.0778	0.0840	0.0814	0.0759	0.0799	0.0808	0.0883	0.0927	0.0728	0.0805	0.0778	0.0855	0.0912	0.0860	0.0843	0.0988	0.0944	0.0812	0.0852	0.0832	0.0803	0.1026	0.0940	0.0937	0.0773	0.0797	0.0712	0.0720	0.0745	0.0798
0.0000	0.0000	0.0150	0.0105	0.0116	0.0144	0.0166	0.0154	0.0246	0.0198	0.0249	0.0261	0.0349	0.0379	0.0461	0.0472	0.0421	0.0376	0.0521	0.0596	0.0504	0.0587	0.0578	0.0610	0.0698	0.0721	0.0714	0.0683	0.0606	0.0633	0.0805	0.0736	0.0869	0.1050	0.0940	0.0765	0.0732	0.0698	0.0793	0.0805	0.0808	0.0765	0.0844	0.0894	0.0958	0.0946	0.0803	0.0775	0.0899	0.0981	0.0926	0.0995	0.1041	0.0957	0.0997	0.1169	0.0950	0.0888	0.0937	0.1022	0.1015	0.0898	0.1060	0.1016	0.0928	0.0796	0.0941	0.0820	0.0823
0.0000	0.0039	0.0157	0.0102	0.0187	0.0159	0.0197	0.0277	0.0269	0.0251	0.0241	0.0320	0.0466	0.0365	0.0433	0.0487	0.0526	0.0534	0.0369	0.0647	0.0641	0.0674	0.0684	0.0596	0.0763	0.0737	0.0705	0.0702	0.0792	0.0829	0.0851	0.0876	0.0997	0.0968	0.0840	0.0943	0.0751	0.0819	0.0844	0.0737	0.0749	0.0769	0.0885	0.1108	0.0878	0.1011	0.0963	0.1128	0.1018	0.0992	0.1136	0.1152	0.1223	0.1157	0.1108	0.1327	0.1040	0.1000	0.0920	0.1123	0.1281	0.1175	0.1233	0.1219	0.1292	0.1037	0.0969	0.1116	0.0918
0.0000	0.0153	0.0117	0.0197	0.0175	0.0139	0.0193	0.0269	0.0342	0.0466	0.0529	0.0408	0.0410	0.0338	0.0453	0.0660	0.0686	0.0624	0.0384	0.0636	0.0926	0.0849	0.0733	0.0643	0.0818	0.0880	0.0975	0.0807	0.0780	0.0948	0.0983	0.0901	0.1050	0.0956	0.0875	0.0922	0.0878	0.0904	0.0966	0.0893	0.0848	0.1078	0.0981	0.0892	0.0881	0.0978	0.1056	0.1187	0.0927	0.1005	0.1183	0.1320	0.1319	0.1399	0.1217	0.1240	0.1302	0.1215	0.1205	0.1460	0.1502	0.1454	0.1388	0.1591	0.1798	0.1291	0.1276	0.1463	0.1179
0.0000	0.0117	0.0018	0.0207	0.0241	0.0164	0.0242	0.0387	0.0374	0.0421	0.0380	0.0659	0.0543	0.0342	0.0415	0.0744	0.0742	0.0618	0.0631	0.0707	0.0867	0.1077	0.0837	0.0925	0.0911	0.0913	0.0860	0.0879	0.0991	0.0911	0.1047	0.0986	0.1078	0.1054	0.1051	0.0880	0.1084	0.1125	0.1049	0.1008	0.1045	0.0974	0.1054	0.0990	0.1029	0.1196	0.1220	0.1259	0.1246	0.1218	0.1333	0.1296	0.1217	0.1198	0.1527	0.1586	0.1484	0.1293	0.1464	0.1807	0.1697	0.1872	0.2400	0.3031	0.3024	0.1981	0.1541	0.1608	0.1450
0.0014	0.0083	0.0179	0.0193	0.0181	0.0263	0.0390	0.0403	0.0361	0.0323	0.0514	0.0637	0.0588	0.0527	0.0495	0.0601	0.0718	0.0710	0.0771	0.0880	0.0893	0.0860	0.0924	0.0895	0.0950	0.1004	0.0877	0.1043	0.1191	0.0952	0.0960	0.1020	0.1178	0.1052	0.1110	0.1040	0.1090	0.1142	0.1134	0.1213	0.1081	0.1018	0.1246	0.1179	0.1211	0.1256	0.1356	0.1357	0.1533	0.1632	0.1671	0.1510	0.1666	0.1856	0.1751	0.1884	0.1880	0.1763	0.1915	0.2046	0.2213	0.2574	0.3731	0.4336	0.3753	0.2875	0.2347	0.2008	0.1730
0.0077	0.0088	0.0418	0.0345	0.0308	0.0303	0.0418	0.0442	0.0471	0.0434	0.0529	0.0537	0.0593	0.0611	0.0703	0.0664	0.0674	0.0937	0.0933	0.0933	0.1058	0.0915	0.0827	0.0904	0.1086	0.1033	0.1194	0.1097	0.1045	0.1047	0.1058	0.0949	0.1126	0.1291	0.1159	0.1235	0.1219	0.1260	0.1237	0.1334	0.1100	0.1105	0.1324	0.1402	0.1417	0.1436	0.1566	0.1673	0.1611	0.1606	0.1844	0.1920	0.1949	0.2133	0.2056	0.2274	0.2306	0.2197	0.2268	0.2262	0.2725	0.3339	0.4449	0.4510	0.3967	0.3658	0.3166	0.2459	0.2045
